Time,Quadrant Number,Ball Colour,Event Type
1720532109.1643543,1,Yellow,Entry
1720532109.1693568,1,Green,Entry
1720532109.2138536,1,Yellow,Entry
1720532109.217633,1,Green,Entry
1720532109.257508,1,Yellow,Entry
1720532109.2627246,1,Green,Entry
1720532109.305444,4,Yellow,Entry
1720532109.3095455,4,Green,Entry
1720532109.3501592,4,Yellow,Entry
1720532109.354439,4,Green,Entry
1720532109.3622646,4,Orange,Entry
1720532109.3973143,4,Yellow,Entry
1720532109.4019003,4,Green,Entry
1720532109.4092493,4,Orange,Entry
1720532109.4437652,4,Yellow,Entry
1720532109.4482794,4,Green,Entry
1720532109.4566097,4,Orange,Entry
1720532109.5048838,4,Yellow,Entry
1720532109.510085,4,Green,Entry
1720532109.5175738,4,Orange,Entry
1720532109.550171,4,Yellow,Entry
1720532109.5550568,4,Green,Entry
1720532109.5550568,4,Green,Entry
1720532109.5550568,4,Green,Entry
1720532109.5632353,4,Orange,Entry
1720532109.5985792,4,Yellow,Entry
1720532109.6052983,4,Green,Entry
1720532109.6131227,4,Orange,Entry
1720532109.6436388,4,Yellow,Entry
1720532109.6489632,4,Green,Entry
1720532109.6561062,4,Orange,Entry
1720532109.6884887,4,Yellow,Entry
1720532109.6929605,4,Green,Entry
1720532109.736969,4,Yellow,Entry
1720532109.830894,4,Yellow,Entry
1720532109.835965,4,Green,Entry
1720532109.8783503,4,Yellow,Entry
1720532109.8818624,4,Green,Entry
1720532109.924115,4,Yellow,Entry
1720532109.924115,4,Yellow,Entry
1720532109.927541,4,Green,Entry
1720532109.9694839,4,Yellow,Entry
1720532109.9694839,4,Yellow,Entry
1720532109.9737616,4,Green,Entry
1720532110.0169103,4,Yellow,Entry
1720532110.017921,4,Yellow,Entry
1720532110.0222833,4,Green,Entry
1720532110.0606523,4,Yellow,Entry
1720532110.0606523,4,Yellow,Entry
1720532110.0644767,4,Green,Entry
1720532110.1076446,4,Yellow,Entry
1720532110.10864,4,Yellow,Entry
1720532110.1126497,4,Green,Entry
1720532110.1559107,4,Yellow,Entry
1720532110.1599846,4,Green,Entry
1720532110.2039394,4,Yellow,Entry
1720532110.2039394,4,Yellow,Entry
1720532110.2094734,4,Green,Entry
1720532110.250849,4,Yellow,Entry
1720532110.250849,4,Yellow,Entry
1720532110.250849,4,Yellow,Entry
1720532110.2564876,4,Green,Entry
1720532110.2969968,4,Yellow,Entry
1720532110.2969968,4,Yellow,Entry
1720532110.2983756,4,Yellow,Entry
1720532110.303379,4,Green,Entry
1720532110.357274,4,Yellow,Entry
1720532110.357274,4,Yellow,Entry
1720532110.3620145,4,Green,Entry
1720532110.4028873,4,Yellow,Entry
1720532110.4496477,4,Yellow,Entry
1720532110.4546626,4,Green,Entry
1720532110.4956653,4,Yellow,Entry
1720532110.4956653,4,Yellow,Entry
1720532110.5012326,4,Green,Entry
1720532110.5012326,4,Green,Entry
1720532110.5443852,4,Yellow,Entry
1720532110.549391,4,Green,Entry
1720532110.549391,4,Green,Entry
1720532110.59058,4,Yellow,Entry
1720532110.5971084,4,Green,Entry
1720532110.6371846,4,Yellow,Entry
1720532110.6417906,4,Green,Entry
1720532110.6833844,4,Yellow,Entry
1720532110.6833844,4,Yellow,Entry
1720532110.6879258,4,Green,Entry
1720532110.7287238,4,Yellow,Entry
1720532110.7297251,4,Yellow,Entry
1720532110.7736142,4,Yellow,Entry
1720532110.7776155,4,Green,Entry
1720532110.8201642,4,Yellow,Entry
1720532110.8201642,4,Yellow,Entry
1720532110.8251646,4,Green,Entry
1720532110.8251646,4,Green,Entry
1720532110.866453,4,Yellow,Entry
1720532110.866453,4,Yellow,Entry
1720532110.8707747,4,Green,Entry
1720532110.8707747,4,Green,Entry
1720532110.9140055,4,Yellow,Entry
1720532110.9180074,4,Green,Entry
1720532110.9190075,4,Green,Entry
1720532110.958511,4,Yellow,Entry
1720532110.958511,4,Yellow,Entry
1720532110.9625502,4,Green,Entry
1720532110.9636433,4,Green,Entry
1720532111.0069356,4,Yellow,Entry
1720532111.0069356,4,Yellow,Entry
1720532111.0111516,4,Green,Entry
1720532111.0111516,4,Green,Entry
1720532111.0544264,4,Yellow,Entry
1720532111.0544264,4,Yellow,Entry
1720532111.0581417,4,Green,Entry
1720532111.0581417,4,Green,Entry
1720532111.0990934,4,Yellow,Entry
1720532111.1040943,4,Green,Entry
1720532111.147262,4,Yellow,Entry
1720532111.147262,4,Yellow,Entry
1720532111.1527894,4,Green,Entry
1720532111.1527894,4,Green,Entry
1720532111.2106538,4,Yellow,Entry
1720532111.2106538,4,Yellow,Entry
1720532111.2164025,4,Green,Entry
1720532111.2164025,4,Green,Entry
1720532111.2584715,4,Yellow,Entry
1720532111.2584715,4,Yellow,Entry
1720532111.2632046,4,Green,Entry
1720532111.3068068,4,Yellow,Entry
1720532111.3068068,4,Yellow,Entry
1720532111.3160117,4,Green,Entry
1720532111.370147,4,Yellow,Entry
1720532111.375784,4,Green,Entry
1720532111.376825,4,Green,Entry
1720532111.4306862,4,Yellow,Entry
1720532111.4306862,4,Yellow,Entry
1720532111.4359307,4,Green,Entry
1720532111.495275,4,Yellow,Entry
1720532111.500753,4,Green,Entry
1720532111.555362,4,Yellow,Entry
1720532111.600608,4,Yellow,Entry
1720532111.6055138,4,Green,Entry
1720532111.6055138,4,Green,Entry
1720532111.647358,4,Yellow,Entry
1720532111.65236,4,Green,Entry
1720532111.6969712,4,Yellow,Entry
1720532111.6969712,4,Yellow,Entry
1720532111.702013,4,Green,Entry
1720532111.7427573,4,Yellow,Entry
1720532111.7427573,4,Yellow,Entry
1720532111.7475057,4,Green,Entry
1720532111.7485049,4,Green,Entry
1720532111.7905412,4,Yellow,Entry
1720532111.7950122,4,Green,Entry
1720532111.836725,4,Yellow,Entry
1720532111.8821707,4,Yellow,Entry
1720532111.8860664,4,Green,Entry
1720532111.9299166,4,Yellow,Entry
1720532111.933597,4,Green,Entry
1720532111.9736257,4,Yellow,Entry
1720532111.9808319,4,Green,Entry
1720532111.9808319,4,Green,Entry
1720532112.0190494,4,Yellow,Entry
1720532112.0190494,4,Yellow,Entry
1720532112.023554,4,Green,Entry
1720532112.0642798,4,Yellow,Entry
1720532112.0642798,4,Yellow,Entry
1720532112.068708,4,Green,Entry
1720532112.1097202,4,Yellow,Entry
1720532112.1137378,4,Green,Entry
1720532112.1137378,4,Green,Entry
1720532112.159494,4,Yellow,Entry
1720532112.1650395,4,Green,Entry
1720532112.1650395,4,Green,Entry
1720532112.203296,4,Yellow,Entry
1720532112.203296,4,Yellow,Entry
1720532112.2066913,4,Green,Entry
1720532112.251007,4,Yellow,Entry
1720532112.251007,4,Yellow,Entry
1720532112.2570095,4,Green,Entry
1720532112.2580082,4,Green,Entry
1720532112.2965274,4,Yellow,Entry
1720532112.300787,4,Green,Entry
1720532112.3440886,4,Yellow,Entry
1720532112.3496594,4,Green,Entry
1720532112.3496594,4,Green,Entry
1720532112.3901408,4,Yellow,Entry
1720532112.3901408,4,Yellow,Entry
1720532112.3947983,4,Green,Entry
1720532112.4343202,4,Yellow,Entry
1720532112.4343202,4,Yellow,Entry
1720532112.437324,4,Green,Entry
1720532112.4820197,4,Yellow,Entry
1720532112.5323088,4,Green,Entry
1720532112.5751605,4,Yellow,Entry
1720532112.5751605,4,Yellow,Entry
1720532112.5821247,4,Green,Entry
1720532112.5821247,4,Green,Entry
1720532112.6213012,4,Yellow,Entry
1720532112.6213012,4,Yellow,Entry
1720532112.6253273,4,Green,Entry
1720532112.6701603,4,Yellow,Entry
1720532112.674313,4,Green,Entry
1720532112.717549,4,Yellow,Entry
1720532112.7230668,4,Green,Entry
1720532112.7634308,4,Yellow,Entry
1720532112.7702892,4,Green,Entry
1720532112.809647,4,Yellow,Entry
1720532112.8106477,4,Yellow,Entry
1720532112.8142662,4,Green,Entry
1720532112.8142662,4,Green,Entry
1720532112.8533783,4,Yellow,Entry
1720532112.8533783,4,Yellow,Entry
1720532112.8563788,4,Green,Entry
1720532112.9009063,4,Yellow,Entry
1720532112.9049037,4,Green,Entry
1720532112.9049037,4,Green,Entry
1720532112.9471562,4,Yellow,Entry
1720532112.9471562,4,Yellow,Entry
1720532112.9504483,4,Green,Entry
1720532112.9504483,4,Green,Entry
1720532112.9919028,4,Yellow,Entry
1720532112.9919028,4,Yellow,Entry
1720532113.0370736,4,Yellow,Entry
1720532113.0862026,4,Yellow,Entry
1720532113.0902033,4,Green,Entry
1720532113.180721,4,Yellow,Entry
1720532113.180721,4,Yellow,Entry
1720532113.1847224,4,Green,Entry
1720532113.1847224,4,Green,Entry
1720532113.2344766,4,Green,Entry
1720532113.2823875,4,Green,Entry
1720532113.3206887,4,Yellow,Entry
1720532113.3706758,4,Yellow,Entry
1720532113.3706758,4,Yellow,Entry
1720532113.3746758,4,Green,Entry
1720532113.4155478,4,Yellow,Entry
1720532113.4155478,4,Yellow,Entry
1720532113.459983,4,Yellow,Entry
1720532113.4638674,4,Green,Entry
1720532113.4638674,4,Green,Entry
1720532113.552439,4,Yellow,Entry
1720532113.552439,4,Yellow,Entry
1720532113.5997274,4,Yellow,Entry
1720532113.6467571,4,Yellow,Entry
1720532113.6507595,4,Green,Entry
1720532113.6934671,4,Yellow,Entry
1720532113.6934671,4,Yellow,Entry
1720532113.7390273,4,Yellow,Entry
1720532113.742208,4,Green,Entry
1720532113.8171134,4,Yellow,Entry
1720532113.8689725,4,Green,Entry
1720532113.9107416,4,Yellow,Entry
1720532113.9561589,4,Yellow,Entry
1720532113.9561589,4,Yellow,Entry
1720532114.0023074,4,Yellow,Entry
1720532114.006307,4,Green,Entry
1720532114.0996072,4,Green,Entry
1720532114.1431036,4,Yellow,Entry
1720532114.1466308,4,Green,Entry
1720532114.1466308,4,Green,Entry
1720532114.1941955,4,Green,Entry
1720532114.2339194,4,Yellow,Entry
1720532114.23793,4,Green,Entry
1720532114.2808452,4,Yellow,Entry
1720532114.2818427,4,Yellow,Entry
1720532114.3263898,4,Yellow,Entry
1720532114.330395,4,Green,Entry
1720532114.3713634,4,Yellow,Entry
1720532114.3713634,4,Yellow,Entry
1720532114.4246733,4,Green,Entry
1720532114.4668636,4,Yellow,Entry
1720532114.4698653,4,Green,Entry
1720532114.4708703,4,Green,Entry
1720532114.5119503,4,Yellow,Entry
1720532114.5119503,4,Yellow,Entry
1720532114.5617208,4,Green,Entry
1720532114.5617208,4,Green,Entry
1720532114.6059759,4,Yellow,Entry
1720532114.6059759,4,Yellow,Entry
1720532114.6548913,4,Green,Entry
1720532114.6991959,4,Yellow,Entry
1720532114.6991959,4,Yellow,Entry
1720532114.7033496,4,Green,Entry
1720532114.7912858,4,Yellow,Entry
1720532114.84025,4,Green,Entry
